dep;jour;pop;T
94;2021-12-03;1406041;20614
95;2021-12-03;1248354;15855
971;2021-12-03;376879;1718
972;2021-12-03;358749;3325
973;2021-12-03;290691;1642
974;2021-12-03;859959;10083
975;2021-12-03;5997;7
976;2021-12-03;279471;811
977;2021-12-03;9961;238
978;2021-12-03;35334;300
01;2021-12-04;656955;6860
02;2021-12-04;526050;3684
03;2021-12-04;331315;2696
04;2021-12-04;165197;2035
05;2021-12-04;141756;1393
06;2021-12-04;1079396;15888
07;2021-12-04;326875;3967
08;2021-12-04;265531;2501
09;2021-12-04;152398;1270
10;2021-12-04;309907;3003
11;2021-12-04;372705;3613
12;2021-12-04;278360;2392
13;2021-12-04;2034469;29859
14;2021-12-04;691453;4979
15;2021-12-04;142811;922
16;2021-12-04;348180;2421
17;2021-12-04;647080;5010
18;2021-12-04;296404;2186
19;2021-12-04;240336;1853
21;2021-12-04;532886;4708
22;2021-12-04;596186;3798
23;2021-12-04;116270;905
24;2021-12-04;408393;3172
25;2021-12-04;539449;7223
26;2021-12-04;520560;6233
27;2021-12-04;600687;3860
28;2021-12-04;429425;3203
29;2021-12-04;906554;6309
2A;2021-12-04;162421;2057
2B;2021-12-04;182258;2253
30;2021-12-04;748468;8250
31;2021-12-04;1400935;15423
32;2021-12-04;190040;1660
33;2021-12-04;1633440;17445
34;2021-12-04;1176145;14753
35;2021-12-04;1082073;9424
36;2021-12-04;217139;1256
37;2021-12-04;605380;4834
38;2021-12-04;1264979;11935
39;2021-12-04;257849;3026
40;2021-12-04;411979;3761
41;2021-12-04;327835;1856
42;2021-12-04;764737;8590
43;2021-12-04;226901;2381
44;2021-12-04;1437137;14418
45;2021-12-04;682890;5314
46;2021-12-04;173166;1730
47;2021-12-04;330336;3942
48;2021-12-04;76286;403
49;2021-12-04;815881;6639
50;2021-12-04;490669;3111
51;2021-12-04;563823;5082
52;2021-12-04;169250;1176
53;2021-12-04;305365;2045
54;2021-12-04;730398;6901
55;2021-12-04;181641;1247
56;2021-12-04;755566;6534
57;2021-12-04;1035866;11368
58;2021-12-04;199596;1176
59;2021-12-04;2588988;30862
60;2021-12-04;825077;7210
61;2021-12-04;276903;1910
62;2021-12-04;1452778;12806
63;2021-12-04;660240;6084
64;2021-12-04;683169;7739
65;2021-12-04;226839;2454
66;2021-12-04;479000;5767
67;2021-12-04;1132607;18638
68;2021-12-04;763204;11220
69;2021-12-04;1876051;21769
70;2021-12-04;233194;2021
71;2021-12-04;547824;4360
72;2021-12-04;560227;4532
73;2021-12-04;432548;4180
74;2021-12-04;828405;10133
75;2021-12-04;2148271;40640
76;2021-12-04;1243788;8699
77;2021-12-04;1423607;15401
78;2021-12-04;1448625;17727
79;2021-12-04;372627;2600
80;2021-12-04;569769;4024
81;2021-12-04;387898;2494
82;2021-12-04;262618;2487
83;2021-12-04;1073836;13579
84;2021-12-04;560997;6409
85;2021-12-04;683187;6182
86;2021-12-04;437398;3214
87;2021-12-04;370774;2854
88;2021-12-04;359520;3300
89;2021-12-04;332096;2548
90;2021-12-04;140145;1530
91;2021-12-04;1319401;13732
92;2021-12-04;1613762;24695
93;2021-12-04;1670149;18097
94;2021-12-04;1406041;17267
95;2021-12-04;1248354;14430
971;2021-12-04;376879;1923
972;2021-12-04;358749;2899
973;2021-12-04;290691;1558
974;2021-12-04;859959;8337
975;2021-12-04;5997;4
976;2021-12-04;279471;1211
977;2021-12-04;9961;234
978;2021-12-04;35334;228
01;2021-12-05;656955;1363
02;2021-12-05;526050;445
03;2021-12-05;331315;328
04;2021-12-05;165197;473
05;2021-12-05;141756;345
06;2021-12-05;1079396;4154
07;2021-12-05;326875;628
08;2021-12-05;265531;471
09;2021-12-05;152398;250
10;2021-12-05;309907;618
11;2021-12-05;372705;610
12;2021-12-05;278360;332
13;2021-12-05;2034469;9509
14;2021-12-05;691453;1518
15;2021-12-05;142811;160
16;2021-12-05;348180;351
17;2021-12-05;647080;1148
18;2021-12-05;296404;319
19;2021-12-05;240336;381
21;2021-12-05;532886;722
22;2021-12-05;596186;476
23;2021-12-05;116270;160
24;2021-12-05;408393;502
25;2021-12-05;539449;818
26;2021-12-05;520560;784
27;2021-12-05;600687;441
28;2021-12-05;429425;506
29;2021-12-05;906554;884
2A;2021-12-05;162421;689
2B;2021-12-05;182258;582
30;2021-12-05;748468;1587
31;2021-12-05;1400935;2764
32;2021-12-05;190040;349
33;2021-12-05;1633440;3491
34;2021-12-05;1176145;3013
35;2021-12-05;1082073;1744
36;2021-12-05;217139;206
37;2021-12-05;605380;441
38;2021-12-05;1264979;2011
39;2021-12-05;257849;426
40;2021-12-05;411979;618
41;2021-12-05;327835;228
42;2021-12-05;764737;1687
43;2021-12-05;226901;334
44;2021-12-05;1437137;2894
45;2021-12-05;682890;958
46;2021-12-05;173166;207
47;2021-12-05;330336;560
48;2021-12-05;76286;100
49;2021-12-05;815881;1580
50;2021-12-05;490669;395
51;2021-12-05;563823;843
52;2021-12-05;169250;137
53;2021-12-05;305365;278
54;2021-12-05;730398;876
55;2021-12-05;181641;169
56;2021-12-05;755566;947
57;2021-12-05;1035866;1765
58;2021-12-05;199596;188
59;2021-12-05;2588988;9587
60;2021-12-05;825077;1429
61;2021-12-05;276903;373
62;2021-12-05;1452778;2426
63;2021-12-05;660240;1108
64;2021-12-05;683169;1294
65;2021-12-05;226839;340
66;2021-12-05;479000;815
67;2021-12-05;1132607;3331
68;2021-12-05;763204;1960
69;2021-12-05;1876051;4207
70;2021-12-05;233194;219
71;2021-12-05;547824;876
72;2021-12-05;560227;1271
73;2021-12-05;432548;1034
74;2021-12-05;828405;1862
75;2021-12-05;2148271;16395
76;2021-12-05;1243788;1199
77;2021-12-05;1423607;3138
78;2021-12-05;1448625;4524
79;2021-12-05;372627;366
80;2021-12-05;569769;756
81;2021-12-05;387898;453
82;2021-12-05;262618;330
83;2021-12-05;1073836;2563
84;2021-12-05;560997;1325
85;2021-12-05;683187;1444
86;2021-12-05;437398;436
87;2021-12-05;370774;236
88;2021-12-05;359520;357
89;2021-12-05;332096;348
90;2021-12-05;140145;175
91;2021-12-05;1319401;2707
92;2021-12-05;1613762;6262
93;2021-12-05;1670149;5173
94;2021-12-05;1406041;5094
95;2021-12-05;1248354;2723
971;2021-12-05;376879;703
972;2021-12-05;358749;982
973;2021-12-05;290691;264
974;2021-12-05;859959;2276
975;2021-12-05;5997;2
976;2021-12-05;279471;349
977;2021-12-05;9961;67
978;2021-12-05;35334;84
01;2021-12-06;656955;10435
02;2021-12-06;526050;5211
03;2021-12-06;331315;4100
04;2021-12-06;165197;3370
05;2021-12-06;141756;2016
06;2021-12-06;1079396;20855
07;2021-12-06;326875;6139
08;2021-12-06;265531;4209
09;2021-12-06;152398;2353
10;2021-12-06;309907;4091
11;2021-12-06;372705;5637
12;2021-12-06;278360;4063
13;2021-12-06;2034469;46927
14;2021-12-06;691453;8078
15;2021-12-06;142811;1175
16;2021-12-06;348180;3461
17;2021-12-06;647080;7848
18;2021-12-06;296404;3058
19;2021-12-06;240336;3018
21;2021-12-06;532886;8018
22;2021-12-06;596186;6220
23;2021-12-06;116270;1386
24;2021-12-06;408393;5098
25;2021-12-06;539449;10054
26;2021-12-06;520560;10446
27;2021-12-06;600687;5962
28;2021-12-06;429425;4879
29;2021-12-06;906554;9800
2A;2021-12-06;162421;3056
2B;2021-12-06;182258;3372
30;2021-12-06;748468;13375
31;2021-12-06;1400935;25040
32;2021-12-06;190040;3153
33;2021-12-06;1633440;26786
34;2021-12-06;1176145;22796
35;2021-12-06;1082073;13984
36;2021-12-06;217139;1813
37;2021-12-06;605380;7587
38;2021-12-06;1264979;19591
39;2021-12-06;257849;4553
40;2021-12-06;411979;5619
41;2021-12-06;327835;2735
42;2021-12-06;764737;11815
43;2021-12-06;226901;3309
44;2021-12-06;1437137;20221
45;2021-12-06;682890;7795
46;2021-12-06;173166;2312
47;2021-12-06;330336;5525
48;2021-12-06;76286;651
49;2021-12-06;815881;9849
50;2021-12-06;490669;4621
51;2021-12-06;563823;7872
52;2021-12-06;169250;1719
53;2021-12-06;305365;3138
54;2021-12-06;730398;11856
55;2021-12-06;181641;2037
56;2021-12-06;755566;9873
57;2021-12-06;1035866;15430
58;2021-12-06;199596;1873
59;2021-12-06;2588988;45430
60;2021-12-06;825077;9969
61;2021-12-06;276903;2501
62;2021-12-06;1452778;21974
63;2021-12-06;660240;9701
64;2021-12-06;683169;12420
65;2021-12-06;226839;4224
66;2021-12-06;479000;8833
67;2021-12-06;1132607;23720
68;2021-12-06;763204;15073
69;2021-12-06;1876051;35942
70;2021-12-06;233194;3017
71;2021-12-06;547824;7737
72;2021-12-06;560227;5806
73;2021-12-06;432548;6702
74;2021-12-06;828405;13370
75;2021-12-06;2148271;54056
76;2021-12-06;1243788;15737
77;2021-12-06;1423607;18700
78;2021-12-06;1448625;21964
79;2021-12-06;372627;3786
80;2021-12-06;569769;7288
81;2021-12-06;387898;4676
82;2021-12-06;262618;3433
83;2021-12-06;1073836;19597
84;2021-12-06;560997;10146
85;2021-12-06;683187;9830
86;2021-12-06;437398;4851
87;2021-12-06;370774;4596
88;2021-12-06;359520;4745
89;2021-12-06;332096;3700
90;2021-12-06;140145;2054
91;2021-12-06;1319401;18422
92;2021-12-06;1613762;32095
93;2021-12-06;1670149;25859
94;2021-12-06;1406041;25815
95;2021-12-06;1248354;18791
971;2021-12-06;376879;1920
972;2021-12-06;358749;4033
973;2021-12-06;290691;1318
974;2021-12-06;859959;10992
975;2021-12-06;5997;3
976;2021-12-06;279471;1396
977;2021-12-06;9961;192
978;2021-12-06;35334;317
01;2021-12-07;656955;9669
02;2021-12-07;526050;4360
03;2021-12-07;331315;3994
04;2021-12-07;165197;2642
05;2021-12-07;141756;1529
06;2021-12-07;1079396;17470
07;2021-12-07;326875;5407
08;2021-12-07;265531;4115
09;2021-12-07;152398;2111
10;2021-12-07;309907;3555
11;2021-12-07;372705;4999
12;2021-12-07;278360;3784
13;2021-12-07;2034469;39182
14;2021-12-07;691453;7080
15;2021-12-07;142811;1768
16;2021-12-07;348180;3263
17;2021-12-07;647080;6786
18;2021-12-07;296404;2874
19;2021-12-07;240336;2360
21;2021-12-07;532886;7500
22;2021-12-07;596186;5376
23;2021-12-07;116270;1083
24;2021-12-07;408393;4563
25;2021-12-07;539449;8706
26;2021-12-07;520560;9219
27;2021-12-07;600687;5019
28;2021-12-07;429425;4636
29;2021-12-07;906554;8093
2A;2021-12-07;162421;2786
2B;2021-12-07;182258;2435
30;2021-12-07;748468;11276
31;2021-12-07;1400935;21782
32;2021-12-07;190040;2694
33;2021-12-07;1633440;24124
34;2021-12-07;1176145;19017
35;2021-12-07;1082073;12644
36;2021-12-07;217139;1938
37;2021-12-07;605380;7031
38;2021-12-07;1264979;17384
39;2021-12-07;257849;4367
40;2021-12-07;411979;4837
41;2021-12-07;327835;2560
42;2021-12-07;764737;10891
43;2021-12-07;226901;2858
44;2021-12-07;1437137;18873
45;2021-12-07;682890;7574
46;2021-12-07;173166;2471
47;2021-12-07;330336;5217
48;2021-12-07;76286;778
49;2021-12-07;815881;8859
50;2021-12-07;490669;4347
51;2021-12-07;563823;6670
52;2021-12-07;169250;1624
53;2021-12-07;305365;2913
54;2021-12-07;730398;10181
55;2021-12-07;181641;2134
56;2021-12-07;755566;7991
57;2021-12-07;1035866;13881
58;2021-12-07;199596;1681
59;2021-12-07;2588988;42140
60;2021-12-07;825077;9261
61;2021-12-07;276903;2523
62;2021-12-07;1452778;18404
63;2021-12-07;660240;8843
64;2021-12-07;683169;12041
65;2021-12-07;226839;3804
66;2021-12-07;479000;8182
67;2021-12-07;1132607;22497
68;2021-12-07;763204;12842
69;2021-12-07;1876051;33348
70;2021-12-07;233194;2823
71;2021-12-07;547824;6893
72;2021-12-07;560227;5452
73;2021-12-07;432548;5737
74;2021-12-07;828405;10951
75;2021-12-07;2148271;48558
76;2021-12-07;1243788;16405
77;2021-12-07;1423607;17816
78;2021-12-07;1448625;18325
79;2021-12-07;372627;3472
80;2021-12-07;569769;6578
81;2021-12-07;387898;4524
82;2021-12-07;262618;3457
83;2021-12-07;1073836;16266
84;2021-12-07;560997;8811
85;2021-12-07;683187;8211
86;2021-12-07;437398;4775
87;2021-12-07;370774;3991
88;2021-12-07;359520;4090
89;2021-12-07;332096;3312
90;2021-12-07;140145;1951
91;2021-12-07;1319401;17035
92;2021-12-07;1613762;26482
93;2021-12-07;1670149;22376
94;2021-12-07;1406041;20834
95;2021-12-07;1248354;15361
971;2021-12-07;376879;1619
972;2021-12-07;358749;3161
973;2021-12-07;290691;1113
974;2021-12-07;859959;9427
975;2021-12-07;5997;7
976;2021-12-07;279471;1084
977;2021-12-07;9961;193
978;2021-12-07;35334;269
01;2021-12-08;656955;9468
02;2021-12-08;526050;4107
03;2021-12-08;331315;2892
04;2021-12-08;165197;2845
05;2021-12-08;141756;1485
06;2021-12-08;1079396;18107
07;2021-12-08;326875;4974
08;2021-12-08;265531;3036
09;2021-12-08;152398;1987
10;2021-12-08;309907;3310
11;2021-12-08;372705;5198
12;2021-12-08;278360;3893
13;2021-12-08;2034469;39544
14;2021-12-08;691453;6740
15;2021-12-08;142811;1392
16;2021-12-08;348180;2837
17;2021-12-08;647080;6538
18;2021-12-08;296404;2719
19;2021-12-08;240336;2387
21;2021-12-08;532886;7324
22;2021-12-08;596186;5167
23;2021-12-08;116270;1225
24;2021-12-08;408393;4314
25;2021-12-08;539449;8336
26;2021-12-08;520560;9522
27;2021-12-08;600687;4815
28;2021-12-08;429425;3892
29;2021-12-08;906554;8227
2A;2021-12-08;162421;2767
2B;2021-12-08;182258;2731
30;2021-12-08;748468;11649
31;2021-12-08;1400935;21192
32;2021-12-08;190040;2597
33;2021-12-08;1633440;22518
34;2021-12-08;1176145;19304
35;2021-12-08;1082073;12314
36;2021-12-08;217139;1387
37;2021-12-08;605380;6217
38;2021-12-08;1264979;17138
39;2021-12-08;257849;3777
40;2021-12-08;411979;4869
41;2021-12-08;327835;2532
42;2021-12-08;764737;10559
43;2021-12-08;226901;2964
44;2021-12-08;1437137;19435
45;2021-12-08;682890;6621
46;2021-12-08;173166;2545
47;2021-12-08;330336;5145
48;2021-12-08;76286;475
49;2021-12-08;815881;9006
50;2021-12-08;490669;3583
51;2021-12-08;563823;5966
52;2021-12-08;169250;1535
53;2021-12-08;305365;3119
54;2021-12-08;730398;8808
55;2021-12-08;181641;1507
56;2021-12-08;755566;7766
57;2021-12-08;1035866;13997
58;2021-12-08;199596;1631
59;2021-12-08;2588988;36393
60;2021-12-08;825077;8552
61;2021-12-08;276903;2301
62;2021-12-08;1452778;16587
63;2021-12-08;660240;8451
64;2021-12-08;683169;10190
65;2021-12-08;226839;3428
66;2021-12-08;479000;7876
67;2021-12-08;1132607;21147
68;2021-12-08;763204;13041
69;2021-12-08;1876051;31790
70;2021-12-08;233194;2588
71;2021-12-08;547824;6577
72;2021-12-08;560227;5094
73;2021-12-08;432548;5398
74;2021-12-08;828405;11439
75;2021-12-08;2148271;51548
76;2021-12-08;1243788;11253
77;2021-12-08;1423607;17416
78;2021-12-08;1448625;18856
79;2021-12-08;372627;3609
80;2021-12-08;569769;5706
81;2021-12-08;387898;3961
82;2021-12-08;262618;2766
83;2021-12-08;1073836;16781
84;2021-12-08;560997;8269
85;2021-12-08;683187;8039
86;2021-12-08;437398;4482
87;2021-12-08;370774;3665
88;2021-12-08;359520;3842
89;2021-12-08;332096;3173
90;2021-12-08;140145;1895
91;2021-12-08;1319401;16123
92;2021-12-08;1613762;28106
93;2021-12-08;1670149;21911
94;2021-12-08;1406041;20438
95;2021-12-08;1248354;15473
971;2021-12-08;376879;1771
972;2021-12-08;358749;3398
973;2021-12-08;290691;1211
974;2021-12-08;859959;9378
975;2021-12-08;5997;4
976;2021-12-08;279471;1500
977;2021-12-08;9961;211
978;2021-12-08;35334;294
01;2021-12-09;656955;9774
02;2021-12-09;526050;4588
03;2021-12-09;331315;2918
04;2021-12-09;165197;2705
05;2021-12-09;141756;1403
06;2021-12-09;1079396;19310
07;2021-12-09;326875;5166
08;2021-12-09;265531;3395
09;2021-12-09;152398;2489
10;2021-12-09;309907;3146
11;2021-12-09;372705;5239
12;2021-12-09;278360;4125
13;2021-12-09;2034469;39425
14;2021-12-09;691453;7297
15;2021-12-09;142811;1089
16;2021-12-09;348180;3201
17;2021-12-09;647080;6496
18;2021-12-09;296404;2788
19;2021-12-09;240336;2545
21;2021-12-09;532886;7012
22;2021-12-09;596186;4943
23;2021-12-09;116270;1151
24;2021-12-09;408393;4518
25;2021-12-09;539449;8894
26;2021-12-09;520560;9624
27;2021-12-09;600687;5152
28;2021-12-09;429425;4172
29;2021-12-09;906554;7762
2A;2021-12-09;162421;2612
2B;2021-12-09;182258;2803
30;2021-12-09;748468;12261
31;2021-12-09;1400935;22399
32;2021-12-09;190040;2636
33;2021-12-09;1633440;24136
34;2021-12-09;1176145;19023
35;2021-12-09;1082073;12360
36;2021-12-09;217139;1836
37;2021-12-09;605380;6739
38;2021-12-09;1264979;18312
39;2021-12-09;257849;3717
40;2021-12-09;411979;4335
41;2021-12-09;327835;2641
42;2021-12-09;764737;10749
43;2021-12-09;226901;3073
44;2021-12-09;1437137;19967
45;2021-12-09;682890;7518
46;2021-12-09;173166;2282
47;2021-12-09;330336;4939
48;2021-12-09;76286;545
49;2021-12-09;815881;8928
50;2021-12-09;490669;3998
51;2021-12-09;563823;6758
52;2021-12-09;169250;1607
53;2021-12-09;305365;2833
54;2021-12-09;730398;9724
55;2021-12-09;181641;1852
56;2021-12-09;755566;7970
57;2021-12-09;1035866;13343
58;2021-12-09;199596;1657
59;2021-12-09;2588988;39777
60;2021-12-09;825077;8846
61;2021-12-09;276903;2689
62;2021-12-09;1452778;18220
63;2021-12-09;660240;8403
64;2021-12-09;683169;12139
65;2021-12-09;226839;3462
66;2021-12-09;479000;8167
67;2021-12-09;1132607;21189
68;2021-12-09;763204;13319
69;2021-12-09;1876051;32122
70;2021-12-09;233194;2485
71;2021-12-09;547824;6802
72;2021-12-09;560227;5293
73;2021-12-09;432548;6102
74;2021-12-09;828405;12195
75;2021-12-09;2148271;52636
76;2021-12-09;1243788;16447
77;2021-12-09;1423607;17419
78;2021-12-09;1448625;19167
79;2021-12-09;372627;3638
80;2021-12-09;569769;6411
81;2021-12-09;387898;4186
82;2021-12-09;262618;3337
83;2021-12-09;1073836;17017
84;2021-12-09;560997;8828
85;2021-12-09;683187;7710
86;2021-12-09;437398;4511
87;2021-12-09;370774;3604
88;2021-12-09;359520;4150
89;2021-12-09;332096;3157
90;2021-12-09;140145;1811
91;2021-12-09;1319401;16332
92;2021-12-09;1613762;29055
93;2021-12-09;1670149;23225
94;2021-12-09;1406041;23302
95;2021-12-09;1248354;16342
971;2021-12-09;376879;1909
972;2021-12-09;358749;3663
973;2021-12-09;290691;1354
974;2021-12-09;859959;9760
975;2021-12-09;5997;17
976;2021-12-09;279471;1078
977;2021-12-09;9961;203
978;2021-12-09;35334;349
01;2021-12-10;656955;9567
02;2021-12-10;526050;5115
03;2021-12-10;331315;3318
04;2021-12-10;165197;2647
05;2021-12-10;141756;2076
06;2021-12-10;1079396;19228
07;2021-12-10;326875;5455
08;2021-12-10;265531;3377
09;2021-12-10;152398;2441
10;2021-12-10;309907;3691
11;2021-12-10;372705;5591
12;2021-12-10;278360;3946
13;2021-12-10;2034469;41788
14;2021-12-10;691453;7780
15;2021-12-10;142811;1255
16;2021-12-10;348180;3360
17;2021-12-10;647080;6975
18;2021-12-10;296404;3120
19;2021-12-10;240336;2821
21;2021-12-10;532886;7088
22;2021-12-10;596186;5614
23;2021-12-10;116270;1066
24;2021-12-10;408393;4942
25;2021-12-10;539449;8688
26;2021-12-10;520560;10406
27;2021-12-10;600687;5290
28;2021-12-10;429425;4806
29;2021-12-10;906554;9005
2A;2021-12-10;162421;3096
2B;2021-12-10;182258;3136
30;2021-12-10;748468;11995
31;2021-12-10;1400935;23241
32;2021-12-10;190040;2949
33;2021-12-10;1633440;24594
34;2021-12-10;1176145;20439
35;2021-12-10;1082073;14195
36;2021-12-10;217139;1900
37;2021-12-10;605380;7227
38;2021-12-10;1264979;18624
39;2021-12-10;257849;4015
40;2021-12-10;411979;4924
41;2021-12-10;327835;2884
42;2021-12-10;764737;11428
43;2021-12-10;226901;3038
44;2021-12-10;1437137;21805
45;2021-12-10;682890;7973
46;2021-12-10;173166;2676
47;2021-12-10;330336;4954
48;2021-12-10;76286;561
49;2021-12-10;815881;9689
50;2021-12-10;490669;4541
51;2021-12-10;563823;7070
52;2021-12-10;169250;1673
53;2021-12-10;305365;3167
54;2021-12-10;730398;10030
55;2021-12-10;181641;1816
56;2021-12-10;755566;8474
57;2021-12-10;1035866;13725
58;2021-12-10;199596;1834
59;2021-12-10;2588988;42063
60;2021-12-10;825077;10157
61;2021-12-10;276903;2515
62;2021-12-10;1452778;19560
63;2021-12-10;660240;8956
64;2021-12-10;683169;11110
65;2021-12-10;226839;3422
66;2021-12-10;479000;7573
67;2021-12-10;1132607;22108
68;2021-12-10;763204;13548
69;2021-12-10;1876051;33676
70;2021-12-10;233194;2637
71;2021-12-10;547824;6789
72;2021-12-10;560227;5521
73;2021-12-10;432548;6011
74;2021-12-10;828405;11829
75;2021-12-10;2148271;52259
76;2021-12-10;1243788;17935
77;2021-12-10;1423607;18888
78;2021-12-10;1448625;20283
79;2021-12-10;372627;3677
80;2021-12-10;569769;6693
81;2021-12-10;387898;4543
82;2021-12-10;262618;3548
83;2021-12-10;1073836;18270
84;2021-12-10;560997;9497
85;2021-12-10;683187;8222
86;2021-12-10;437398;5144
87;2021-12-10;370774;4194
88;2021-12-10;359520;4140
89;2021-12-10;332096;3623
90;2021-12-10;140145;2007
91;2021-12-10;1319401;17171
92;2021-12-10;1613762;29718
93;2021-12-10;1670149;22397
94;2021-12-10;1406041;22056
95;2021-12-10;1248354;16722
971;2021-12-10;376879;2343
972;2021-12-10;358749;4615
973;2021-12-10;290691;1646
974;2021-12-10;859959;10926
975;2021-12-10;5997;8
976;2021-12-10;279471;1496
977;2021-12-10;9961;293
978;2021-12-10;35334;399
01;2021-12-11;656955;6804
02;2021-12-11;526050;3653
03;2021-12-11;331315;2572
04;2021-12-11;165197;2097
05;2021-12-11;141756;1540
06;2021-12-11;1079396;16931
07;2021-12-11;326875;3985
08;2021-12-11;265531;2373
09;2021-12-11;152398;1272
10;2021-12-11;309907;2886
11;2021-12-11;372705;4046
12;2021-12-11;278360;3166
13;2021-12-11;2034469;31167
14;2021-12-11;691453;5160
15;2021-12-11;142811;892
16;2021-12-11;348180;2284
17;2021-12-11;647080;5045
18;2021-12-11;296404;2235
19;2021-12-11;240336;1945
21;2021-12-11;532886;4864
22;2021-12-11;596186;4010
23;2021-12-11;116270;742
24;2021-12-11;408393;3012
25;2021-12-11;539449;6861
26;2021-12-11;520560;6738
27;2021-12-11;600687;4017
28;2021-12-11;429425;3192
29;2021-12-11;906554;6130
2A;2021-12-11;162421;2700
2B;2021-12-11;182258;2598
30;2021-12-11;748468;8846
31;2021-12-11;1400935;16910
32;2021-12-11;190040;1681
33;2021-12-11;1633440;17141
34;2021-12-11;1176145;15237
35;2021-12-11;1082073;9802
36;2021-12-11;217139;1241
37;2021-12-11;605380;4745
38;2021-12-11;1264979;12501
39;2021-12-11;257849;2768
40;2021-12-11;411979;3262
41;2021-12-11;327835;1997
42;2021-12-11;764737;8461
43;2021-12-11;226901;2372
44;2021-12-11;1437137;14397
45;2021-12-11;682890;5390
46;2021-12-11;173166;1589
