dep;jour;pop;T
69;2021-07-27;1876051;18548
70;2021-07-27;233194;935
71;2021-07-27;547824;3120
72;2021-07-27;560227;2665
73;2021-07-27;432548;2906
74;2021-07-27;828405;6401
75;2021-07-27;2148271;29647
76;2021-07-27;1243788;6647
77;2021-07-27;1423607;11268
78;2021-07-27;1448625;11831
79;2021-07-27;372627;2002
80;2021-07-27;569769;2698
81;2021-07-27;387898;3054
82;2021-07-27;262618;2352
83;2021-07-27;1073836;13884
84;2021-07-27;560997;5747
85;2021-07-27;683187;4011
86;2021-07-27;437398;2394
87;2021-07-27;370774;1426
88;2021-07-27;359520;2261
89;2021-07-27;332096;1651
90;2021-07-27;140145;1048
91;2021-07-27;1319401;10461
92;2021-07-27;1613762;16317
93;2021-07-27;1670149;16255
94;2021-07-27;1406041;13639
95;2021-07-27;1248354;11861
971;2021-07-27;376879;2716
972;2021-07-27;358749;4243
973;2021-07-27;290691;1209
974;2021-07-27;859959;6935
975;2021-07-27;5997;8
976;2021-07-27;279471;494
977;2021-07-27;9961;380
978;2021-07-27;35334;284
01;2021-07-28;656955;4079
02;2021-07-28;526050;2258
03;2021-07-28;331315;1543
04;2021-07-28;165197;1401
05;2021-07-28;141756;949
06;2021-07-28;1079396;18623
07;2021-07-28;326875;1752
08;2021-07-28;265531;1090
09;2021-07-28;152398;1155
10;2021-07-28;309907;1733
11;2021-07-28;372705;4310
12;2021-07-28;278360;1852
13;2021-07-28;2034469;34645
14;2021-07-28;691453;5073
15;2021-07-28;142811;631
16;2021-07-28;348180;1636
17;2021-07-28;647080;6085
18;2021-07-28;296404;1199
19;2021-07-28;240336;1197
21;2021-07-28;532886;2871
22;2021-07-28;596186;2774
23;2021-07-28;116270;454
24;2021-07-28;408393;2050
25;2021-07-28;539449;3312
26;2021-07-28;520560;3406
27;2021-07-28;600687;2694
28;2021-07-28;429425;2184
29;2021-07-28;906554;4970
2A;2021-07-28;162421;2782
2B;2021-07-28;182258;3714
30;2021-07-28;748468;7040
31;2021-07-28;1400935;16560
32;2021-07-28;190040;1266
33;2021-07-28;1633440;15542
34;2021-07-28;1176145;15777
35;2021-07-28;1082073;6756
36;2021-07-28;217139;757
37;2021-07-28;605380;3194
38;2021-07-28;1264979;8088
39;2021-07-28;257849;1487
40;2021-07-28;411979;3183
41;2021-07-28;327835;1512
42;2021-07-28;764737;4686
43;2021-07-28;226901;1150
44;2021-07-28;1437137;10111
45;2021-07-28;682890;3592
46;2021-07-28;173166;1153
47;2021-07-28;330336;2258
48;2021-07-28;76286;419
49;2021-07-28;815881;3980
50;2021-07-28;490669;2269
51;2021-07-28;563823;3206
52;2021-07-28;169250;750
53;2021-07-28;305365;1229
54;2021-07-28;730398;5407
55;2021-07-28;181641;907
56;2021-07-28;755566;4318
57;2021-07-28;1035866;8086
58;2021-07-28;199596;761
59;2021-07-28;2588988;17081
60;2021-07-28;825077;5125
61;2021-07-28;276903;1035
62;2021-07-28;1452778;7231
63;2021-07-28;660240;3260
64;2021-07-28;683169;5971
65;2021-07-28;226839;1453
66;2021-07-28;479000;6161
67;2021-07-28;1132607;9756
68;2021-07-28;763204;6160
69;2021-07-28;1876051;18447
70;2021-07-28;233194;1086
71;2021-07-28;547824;2907
72;2021-07-28;560227;2532
73;2021-07-28;432548;3142
74;2021-07-28;828405;6823
75;2021-07-28;2148271;31157
76;2021-07-28;1243788;7217
77;2021-07-28;1423607;10845
78;2021-07-28;1448625;12525
79;2021-07-28;372627;2116
80;2021-07-28;569769;2901
81;2021-07-28;387898;2813
82;2021-07-28;262618;2116
83;2021-07-28;1073836;14677
84;2021-07-28;560997;5407
85;2021-07-28;683187;4337
86;2021-07-28;437398;2231
87;2021-07-28;370774;1417
88;2021-07-28;359520;2334
89;2021-07-28;332096;1603
90;2021-07-28;140145;1089
91;2021-07-28;1319401;10970
92;2021-07-28;1613762;17930
93;2021-07-28;1670149;16707
94;2021-07-28;1406041;14237
95;2021-07-28;1248354;11346
971;2021-07-28;376879;3117
972;2021-07-28;358749;4001
973;2021-07-28;290691;1154
974;2021-07-28;859959;6244
975;2021-07-28;5997;8
976;2021-07-28;279471;529
977;2021-07-28;9961;348
978;2021-07-28;35334;299
01;2021-07-29;656955;4792
02;2021-07-29;526050;2449
03;2021-07-29;331315;1576
04;2021-07-29;165197;1475
05;2021-07-29;141756;1053
06;2021-07-29;1079396;19598
07;2021-07-29;326875;1918
08;2021-07-29;265531;1349
09;2021-07-29;152398;1303
10;2021-07-29;309907;1993
11;2021-07-29;372705;4879
12;2021-07-29;278360;2145
13;2021-07-29;2034469;37098
14;2021-07-29;691453;5849
15;2021-07-29;142811;698
16;2021-07-29;348180;2089
17;2021-07-29;647080;6390
18;2021-07-29;296404;1618
19;2021-07-29;240336;1588
21;2021-07-29;532886;3427
22;2021-07-29;596186;3460
23;2021-07-29;116270;474
24;2021-07-29;408393;2492
25;2021-07-29;539449;4101
26;2021-07-29;520560;3867
27;2021-07-29;600687;3291
28;2021-07-29;429425;2659
29;2021-07-29;906554;5594
2A;2021-07-29;162421;3645
2B;2021-07-29;182258;3930
30;2021-07-29;748468;7315
31;2021-07-29;1400935;18702
32;2021-07-29;190040;1373
33;2021-07-29;1633440;17054
34;2021-07-29;1176145;16711
35;2021-07-29;1082073;8739
36;2021-07-29;217139;1102
37;2021-07-29;605380;3790
38;2021-07-29;1264979;9952
39;2021-07-29;257849;1689
40;2021-07-29;411979;3802
41;2021-07-29;327835;1661
42;2021-07-29;764737;5918
43;2021-07-29;226901;1347
44;2021-07-29;1437137;12794
45;2021-07-29;682890;4195
46;2021-07-29;173166;1265
47;2021-07-29;330336;2315
48;2021-07-29;76286;571
49;2021-07-29;815881;5250
50;2021-07-29;490669;2571
51;2021-07-29;563823;3440
52;2021-07-29;169250;810
53;2021-07-29;305365;1816
54;2021-07-29;730398;5781
55;2021-07-29;181641;1058
56;2021-07-29;755566;5363
57;2021-07-29;1035866;8977
58;2021-07-29;199596;907
59;2021-07-29;2588988;20245
60;2021-07-29;825077;5834
61;2021-07-29;276903;1349
62;2021-07-29;1452778;8392
63;2021-07-29;660240;4008
64;2021-07-29;683169;6766
65;2021-07-29;226839;1828
66;2021-07-29;479000;6557
67;2021-07-29;1132607;10997
68;2021-07-29;763204;6694
69;2021-07-29;1876051;21266
70;2021-07-29;233194;1232
71;2021-07-29;547824;2969
72;2021-07-29;560227;3482
73;2021-07-29;432548;3442
74;2021-07-29;828405;8396
75;2021-07-29;2148271;31969
76;2021-07-29;1243788;7661
77;2021-07-29;1423607;12552
78;2021-07-29;1448625;13983
79;2021-07-29;372627;2451
80;2021-07-29;569769;2968
81;2021-07-29;387898;3403
82;2021-07-29;262618;2507
83;2021-07-29;1073836;16543
84;2021-07-29;560997;6170
85;2021-07-29;683187;5509
86;2021-07-29;437398;2638
87;2021-07-29;370774;1695
88;2021-07-29;359520;2434
89;2021-07-29;332096;1761
90;2021-07-29;140145;1265
91;2021-07-29;1319401;11018
92;2021-07-29;1613762;19463
93;2021-07-29;1670149;17766
94;2021-07-29;1406041;15244
95;2021-07-29;1248354;13014
971;2021-07-29;376879;3522
972;2021-07-29;358749;4047
973;2021-07-29;290691;1422
974;2021-07-29;859959;5961
975;2021-07-29;5997;12
976;2021-07-29;279471;704
977;2021-07-29;9961;346
978;2021-07-29;35334;354
01;2021-07-30;656955;6921
02;2021-07-30;526050;3965
03;2021-07-30;331315;2501
04;2021-07-30;165197;2282
05;2021-07-30;141756;1606
06;2021-07-30;1079396;24554
07;2021-07-30;326875;3151
08;2021-07-30;265531;2233
09;2021-07-30;152398;1969
10;2021-07-30;309907;2841
11;2021-07-30;372705;6434
12;2021-07-30;278360;3620
13;2021-07-30;2034469;48823
14;2021-07-30;691453;8519
15;2021-07-30;142811;1174
16;2021-07-30;348180;3195
17;2021-07-30;647080;7846
18;2021-07-30;296404;2360
19;2021-07-30;240336;2036
21;2021-07-30;532886;5270
22;2021-07-30;596186;5488
23;2021-07-30;116270;641
24;2021-07-30;408393;3576
25;2021-07-30;539449;6325
26;2021-07-30;520560;5600
27;2021-07-30;600687;5309
28;2021-07-30;429425;3683
29;2021-07-30;906554;8204
2A;2021-07-30;162421;4585
2B;2021-07-30;182258;5524
30;2021-07-30;748468;10237
31;2021-07-30;1400935;23884
32;2021-07-30;190040;1948
33;2021-07-30;1633440;22081
34;2021-07-30;1176145;21883
35;2021-07-30;1082073;12864
36;2021-07-30;217139;1513
37;2021-07-30;605380;5378
38;2021-07-30;1264979;14472
39;2021-07-30;257849;2592
40;2021-07-30;411979;4646
41;2021-07-30;327835;2666
42;2021-07-30;764737;8486
43;2021-07-30;226901;2417
44;2021-07-30;1437137;17178
45;2021-07-30;682890;5863
46;2021-07-30;173166;1753
47;2021-07-30;330336;3197
48;2021-07-30;76286;787
49;2021-07-30;815881;8213
50;2021-07-30;490669;4297
51;2021-07-30;563823;5439
52;2021-07-30;169250;1204
53;2021-07-30;305365;2999
54;2021-07-30;730398;8737
55;2021-07-30;181641;1765
56;2021-07-30;755566;8190
57;2021-07-30;1035866;13556
58;2021-07-30;199596;1323
59;2021-07-30;2588988;28821
60;2021-07-30;825077;8319
61;2021-07-30;276903;2246
62;2021-07-30;1452778;13595
63;2021-07-30;660240;6236
64;2021-07-30;683169;9083
65;2021-07-30;226839;2818
66;2021-07-30;479000;7956
67;2021-07-30;1132607;16318
68;2021-07-30;763204;9685
69;2021-07-30;1876051;28194
70;2021-07-30;233194;1781
71;2021-07-30;547824;4801
72;2021-07-30;560227;5303
73;2021-07-30;432548;4929
74;2021-07-30;828405;11171
75;2021-07-30;2148271;42479
76;2021-07-30;1243788;11602
77;2021-07-30;1423607;17842
78;2021-07-30;1448625;19668
79;2021-07-30;372627;3539
80;2021-07-30;569769;4292
81;2021-07-30;387898;4922
82;2021-07-30;262618;3600
83;2021-07-30;1073836;20375
84;2021-07-30;560997;8766
85;2021-07-30;683187;7713
86;2021-07-30;437398;4088
87;2021-07-30;370774;2758
88;2021-07-30;359520;3570
89;2021-07-30;332096;2699
90;2021-07-30;140145;1819
91;2021-07-30;1319401;16522
92;2021-07-30;1613762;25983
93;2021-07-30;1670149;25068
94;2021-07-30;1406041;21404
95;2021-07-30;1248354;18254
971;2021-07-30;376879;3966
972;2021-07-30;358749;4275
973;2021-07-30;290691;1551
974;2021-07-30;859959;6752
975;2021-07-30;5997;3
976;2021-07-30;279471;807
977;2021-07-30;9961;397
978;2021-07-30;35334;342
01;2021-07-31;656955;4622
02;2021-07-31;526050;2858
03;2021-07-31;331315;1837
04;2021-07-31;165197;1664
05;2021-07-31;141756;950
06;2021-07-31;1079396;19242
07;2021-07-31;326875;2117
08;2021-07-31;265531;1681
09;2021-07-31;152398;1176
10;2021-07-31;309907;2348
11;2021-07-31;372705;4095
12;2021-07-31;278360;2555
13;2021-07-31;2034469;39595
14;2021-07-31;691453;6057
15;2021-07-31;142811;794
16;2021-07-31;348180;2018
17;2021-07-31;647080;4832
18;2021-07-31;296404;1618
19;2021-07-31;240336;1452
21;2021-07-31;532886;3848
22;2021-07-31;596186;3623
23;2021-07-31;116270;460
24;2021-07-31;408393;2193
25;2021-07-31;539449;5037
26;2021-07-31;520560;3847
27;2021-07-31;600687;3308
28;2021-07-31;429425;2407
29;2021-07-31;906554;5167
2A;2021-07-31;162421;4004
2B;2021-07-31;182258;3506
30;2021-07-31;748468;7913
31;2021-07-31;1400935;15018
32;2021-07-31;190040;1101
33;2021-07-31;1633440;15059
34;2021-07-31;1176145;16161
35;2021-07-31;1082073;8262
36;2021-07-31;217139;861
37;2021-07-31;605380;3709
38;2021-07-31;1264979;9878
39;2021-07-31;257849;2053
40;2021-07-31;411979;2715
41;2021-07-31;327835;1739
42;2021-07-31;764737;6330
43;2021-07-31;226901;1993
44;2021-07-31;1437137;12203
45;2021-07-31;682890;4331
46;2021-07-31;173166;1075
47;2021-07-31;330336;2678
48;2021-07-31;76286;564
49;2021-07-31;815881;5172
50;2021-07-31;490669;2909
51;2021-07-31;563823;3779
52;2021-07-31;169250;1001
53;2021-07-31;305365;1895
54;2021-07-31;730398;6003
55;2021-07-31;181641;1114
56;2021-07-31;755566;5897
57;2021-07-31;1035866;10225
58;2021-07-31;199596;835
59;2021-07-31;2588988;20376
60;2021-07-31;825077;6007
61;2021-07-31;276903;1553
62;2021-07-31;1452778;8983
63;2021-07-31;660240;4152
64;2021-07-31;683169;5512
65;2021-07-31;226839;2008
66;2021-07-31;479000;5868
67;2021-07-31;1132607;13222
68;2021-07-31;763204;8275
69;2021-07-31;1876051;19323
70;2021-07-31;233194;1455
71;2021-07-31;547824;2961
72;2021-07-31;560227;3737
73;2021-07-31;432548;3176
74;2021-07-31;828405;7862
75;2021-07-31;2148271;35434
76;2021-07-31;1243788;7269
77;2021-07-31;1423607;14469
78;2021-07-31;1448625;16190
79;2021-07-31;372627;2243
80;2021-07-31;569769;2992
81;2021-07-31;387898;2449
82;2021-07-31;262618;2363
83;2021-07-31;1073836;15910
84;2021-07-31;560997;6434
85;2021-07-31;683187;5018
86;2021-07-31;437398;2533
87;2021-07-31;370774;1966
88;2021-07-31;359520;2532
89;2021-07-31;332096;2056
90;2021-07-31;140145;1333
91;2021-07-31;1319401;13555
92;2021-07-31;1613762;21147
93;2021-07-31;1670149;20317
94;2021-07-31;1406041;17253
95;2021-07-31;1248354;14840
971;2021-07-31;376879;2458
972;2021-07-31;358749;2351
973;2021-07-31;290691;978
974;2021-07-31;859959;4624
975;2021-07-31;5997;13
976;2021-07-31;279471;385
977;2021-07-31;9961;319
978;2021-07-31;35334;204
01;2021-08-01;656955;719
02;2021-08-01;526050;509
03;2021-08-01;331315;210
04;2021-08-01;165197;265
05;2021-08-01;141756;258
06;2021-08-01;1079396;4535
07;2021-08-01;326875;448
08;2021-08-01;265531;337
09;2021-08-01;152398;157
10;2021-08-01;309907;569
11;2021-08-01;372705;846
12;2021-08-01;278360;375
13;2021-08-01;2034469;13525
14;2021-08-01;691453;2103
15;2021-08-01;142811;107
16;2021-08-01;348180;328
17;2021-08-01;647080;1303
18;2021-08-01;296404;349
19;2021-08-01;240336;278
21;2021-08-01;532886;745
22;2021-08-01;596186;510
23;2021-08-01;116270;77
24;2021-08-01;408393;305
25;2021-08-01;539449;647
26;2021-08-01;520560;599
27;2021-08-01;600687;579
28;2021-08-01;429425;578
29;2021-08-01;906554;1238
2A;2021-08-01;162421;960
2B;2021-08-01;182258;634
30;2021-08-01;748468;1832
31;2021-08-01;1400935;4470
32;2021-08-01;190040;235
33;2021-08-01;1633440;4333
34;2021-08-01;1176145;4614
35;2021-08-01;1082073;1762
36;2021-08-01;217139;316
37;2021-08-01;605380;591
38;2021-08-01;1264979;1911
39;2021-08-01;257849;241
40;2021-08-01;411979;358
41;2021-08-01;327835;339
42;2021-08-01;764737;1443
43;2021-08-01;226901;312
44;2021-08-01;1437137;3517
45;2021-08-01;682890;1084
46;2021-08-01;173166;239
47;2021-08-01;330336;320
48;2021-08-01;76286;105
49;2021-08-01;815881;866
50;2021-08-01;490669;706
51;2021-08-01;563823;639
52;2021-08-01;169250;151
53;2021-08-01;305365;266
54;2021-08-01;730398;916
55;2021-08-01;181641;142
56;2021-08-01;755566;1107
57;2021-08-01;1035866;1800
58;2021-08-01;199596;154
59;2021-08-01;2588988;6057
60;2021-08-01;825077;1417
61;2021-08-01;276903;419
62;2021-08-01;1452778;1723
63;2021-08-01;660240;778
64;2021-08-01;683169;809
65;2021-08-01;226839;267
66;2021-08-01;479000;805
67;2021-08-01;1132607;2728
68;2021-08-01;763204;1662
69;2021-08-01;1876051;5943
70;2021-08-01;233194;170
71;2021-08-01;547824;567
72;2021-08-01;560227;1248
73;2021-08-01;432548;642
74;2021-08-01;828405;1132
75;2021-08-01;2148271;14020
76;2021-08-01;1243788;1490
77;2021-08-01;1423607;3583
78;2021-08-01;1448625;3668
79;2021-08-01;372627;285
80;2021-08-01;569769;659
81;2021-08-01;387898;483
82;2021-08-01;262618;503
83;2021-08-01;1073836;3840
84;2021-08-01;560997;1619
85;2021-08-01;683187;1019
86;2021-08-01;437398;468
87;2021-08-01;370774;180
88;2021-08-01;359520;377
89;2021-08-01;332096;340
90;2021-08-01;140145;253
91;2021-08-01;1319401;3162
92;2021-08-01;1613762;6315
93;2021-08-01;1670149;7038
94;2021-08-01;1406041;5424
95;2021-08-01;1248354;4012
971;2021-08-01;376879;974
972;2021-08-01;358749;497
973;2021-08-01;290691;233
974;2021-08-01;859959;1592
975;2021-08-01;5997;3
976;2021-08-01;279471;139
977;2021-08-01;9961;102
978;2021-08-01;35334;44
01;2021-08-02;656955;5468
02;2021-08-02;526050;2917
03;2021-08-02;331315;1774
04;2021-08-02;165197;1888
05;2021-08-02;141756;1233
06;2021-08-02;1079396;21406
07;2021-08-02;326875;2424
08;2021-08-02;265531;1555
09;2021-08-02;152398;1691
10;2021-08-02;309907;2393
11;2021-08-02;372705;4994
12;2021-08-02;278360;2476
13;2021-08-02;2034469;43758
14;2021-08-02;691453;6453
15;2021-08-02;142811;609
16;2021-08-02;348180;2364
17;2021-08-02;647080;6140
18;2021-08-02;296404;1766
19;2021-08-02;240336;1575
21;2021-08-02;532886;3987
22;2021-08-02;596186;3926
23;2021-08-02;116270;488
24;2021-08-02;408393;2738
25;2021-08-02;539449;4791
26;2021-08-02;520560;4636
27;2021-08-02;600687;4036
28;2021-08-02;429425;2954
29;2021-08-02;906554;6127
2A;2021-08-02;162421;3737
2B;2021-08-02;182258;4353
30;2021-08-02;748468;9435
31;2021-08-02;1400935;19316
32;2021-08-02;190040;1604
33;2021-08-02;1633440;17955
34;2021-08-02;1176145;19881
35;2021-08-02;1082073;9697
36;2021-08-02;217139;1089
37;2021-08-02;605380;4558
38;2021-08-02;1264979;11457
39;2021-08-02;257849;1987
40;2021-08-02;411979;3645
41;2021-08-02;327835;2207
42;2021-08-02;764737;6057
43;2021-08-02;226901;1425
44;2021-08-02;1437137;13149
45;2021-08-02;682890;4531
46;2021-08-02;173166;1419
47;2021-08-02;330336;2836
48;2021-08-02;76286;534
49;2021-08-02;815881;5981
50;2021-08-02;490669;3160
51;2021-08-02;563823;4148
52;2021-08-02;169250;1023
53;2021-08-02;305365;2065
54;2021-08-02;730398;6267
55;2021-08-02;181641;1173
56;2021-08-02;755566;5392
57;2021-08-02;1035866;10153
58;2021-08-02;199596;957
59;2021-08-02;2588988;21724
60;2021-08-02;825077;6282
61;2021-08-02;276903;1633
62;2021-08-02;1452778;9286
63;2021-08-02;660240;4400
64;2021-08-02;683169;7465
65;2021-08-02;226839;2108
66;2021-08-02;479000;6966
67;2021-08-02;1132607;12433
68;2021-08-02;763204;7968
69;2021-08-02;1876051;22019
70;2021-08-02;233194;1443
71;2021-08-02;547824;3436
72;2021-08-02;560227;3652
73;2021-08-02;432548;3854
74;2021-08-02;828405;8617
75;2021-08-02;2148271;33361
76;2021-08-02;1243788;8983
77;2021-08-02;1423607;14176
78;2021-08-02;1448625;15323
79;2021-08-02;372627;2688
80;2021-08-02;569769;3167
81;2021-08-02;387898;3980
82;2021-08-02;262618;2660
83;2021-08-02;1073836;17891
84;2021-08-02;560997;7332
85;2021-08-02;683187;6113
86;2021-08-02;437398;2911
87;2021-08-02;370774;2132
88;2021-08-02;359520;2573
89;2021-08-02;332096;2370
90;2021-08-02;140145;1450
91;2021-08-02;1319401;13056
92;2021-08-02;1613762;20321
93;2021-08-02;1670149;21386
94;2021-08-02;1406041;17266
95;2021-08-02;1248354;14618
971;2021-08-02;376879;4911
972;2021-08-02;358749;4588
973;2021-08-02;290691;1677
974;2021-08-02;859959;8187
975;2021-08-02;5997;8
976;2021-08-02;279471;725
977;2021-08-02;9961;412
978;2021-08-02;35334;481
01;2021-08-03;656955;4311
02;2021-08-03;526050;2366
03;2021-08-03;331315;1355
04;2021-08-03;165197;1484
05;2021-08-03;141756;1112
06;2021-08-03;1079396;18172
07;2021-08-03;326875;1963
08;2021-08-03;265531;1210
09;2021-08-03;152398;1291
10;2021-08-03;309907;1806
11;2021-08-03;372705;4344
12;2021-08-03;278360;2117
13;2021-08-03;2034469;36530
14;2021-08-03;691453;5810
15;2021-08-03;142811;674
16;2021-08-03;348180;1730
17;2021-08-03;647080;5392
18;2021-08-03;296404;1382
19;2021-08-03;240336;1203
21;2021-08-03;532886;3269
22;2021-08-03;596186;3218
23;2021-08-03;116270;419
24;2021-08-03;408393;2461
25;2021-08-03;539449;3786
26;2021-08-03;520560;3608
27;2021-08-03;600687;3327
28;2021-08-03;429425;2386
29;2021-08-03;906554;5125
2A;2021-08-03;162421;3051
2B;2021-08-03;182258;3302
30;2021-08-03;748468;7502
31;2021-08-03;1400935;15838
32;2021-08-03;190040;1234
33;2021-08-03;1633440;15210
34;2021-08-03;1176145;16257
35;2021-08-03;1082073;7362
36;2021-08-03;217139;905
37;2021-08-03;605380;3400
38;2021-08-03;1264979;9138
39;2021-08-03;257849;1554
40;2021-08-03;411979;3154
41;2021-08-03;327835;1751
42;2021-08-03;764737;5463
43;2021-08-03;226901;1421
44;2021-08-03;1437137;10779
45;2021-08-03;682890;3562
46;2021-08-03;173166;1135
47;2021-08-03;330336;2356
48;2021-08-03;76286;454
49;2021-08-03;815881;4522
50;2021-08-03;490669;2609
51;2021-08-03;563823;3322
52;2021-08-03;169250;798
53;2021-08-03;305365;1547
54;2021-08-03;730398;4854
55;2021-08-03;181641;1001
56;2021-08-03;755566;4545
57;2021-08-03;1035866;7766
58;2021-08-03;199596;777
59;2021-08-03;2588988;18161
60;2021-08-03;825077;5168
61;2021-08-03;276903;1440
62;2021-08-03;1452778;7822
63;2021-08-03;660240;3488
64;2021-08-03;683169;5991
65;2021-08-03;226839;1862
66;2021-08-03;479000;5720
67;2021-08-03;1132607;10059
68;2021-08-03;763204;5931
69;2021-08-03;1876051;18386
70;2021-08-03;233194;1168
71;2021-08-03;547824;2753
72;2021-08-03;560227;3325
73;2021-08-03;432548;3261
74;2021-08-03;828405;6951
75;2021-08-03;2148271;27699
76;2021-08-03;1243788;7023
77;2021-08-03;1423607;11627
78;2021-08-03;1448625;12432
79;2021-08-03;372627;1951
80;2021-08-03;569769;2746
81;2021-08-03;387898;3203
82;2021-08-03;262618;2144
83;2021-08-03;1073836;14832
84;2021-08-03;560997;5877
85;2021-08-03;683187;4737
86;2021-08-03;437398;2431
87;2021-08-03;370774;1601
88;2021-08-03;359520;2210
89;2021-08-03;332096;1799
90;2021-08-03;140145;1194
91;2021-08-03;1319401;11066
92;2021-08-03;1613762;16471
93;2021-08-03;1670149;17414
94;2021-08-03;1406041;14071
95;2021-08-03;1248354;12168
971;2021-08-03;376879;5055
972;2021-08-03;358749;4154
973;2021-08-03;290691;1398
974;2021-08-03;859959;6754
975;2021-08-03;5997;6
976;2021-08-03;279471;492
977;2021-08-03;9961;277
978;2021-08-03;35334;336
01;2021-08-04;656955;4330
02;2021-08-04;526050;2367
03;2021-08-04;331315;1465
04;2021-08-04;165197;1419
05;2021-08-04;141756;978
06;2021-08-04;1079396;17475
07;2021-08-04;326875;1959
08;2021-08-04;265531;1217
09;2021-08-04;152398;1232
10;2021-08-04;309907;1862
11;2021-08-04;372705;4135
12;2021-08-04;278360;2115
13;2021-08-04;2034469;36053
14;2021-08-04;691453;5225
15;2021-08-04;142811;759
16;2021-08-04;348180;1769
17;2021-08-04;647080;5074
18;2021-08-04;296404;1340
19;2021-08-04;240336;1524
21;2021-08-04;532886;3298
22;2021-08-04;596186;3121
23;2021-08-04;116270;436
24;2021-08-04;408393;2097
25;2021-08-04;539449;3871
26;2021-08-04;520560;3692
27;2021-08-04;600687;2972
28;2021-08-04;429425;2314
29;2021-08-04;906554;5105
2A;2021-08-04;162421;2800
2B;2021-08-04;182258;3195
30;2021-08-04;748468;8108
31;2021-08-04;1400935;16579
32;2021-08-04;190040;1248
33;2021-08-04;1633440;14836
34;2021-08-04;1176145;16917
35;2021-08-04;1082073;7305
36;2021-08-04;217139;889
37;2021-08-04;605380;3424
38;2021-08-04;1264979;9279
39;2021-08-04;257849;1642
40;2021-08-04;411979;2958
41;2021-08-04;327835;1559
42;2021-08-04;764737;5046
43;2021-08-04;226901;1364
44;2021-08-04;1437137;10746
45;2021-08-04;682890;3714
46;2021-08-04;173166;1265
47;2021-08-04;330336;2446
48;2021-08-04;76286;509
49;2021-08-04;815881;4643
50;2021-08-04;490669;2494
51;2021-08-04;563823;3348
52;2021-08-04;169250;874
53;2021-08-04;305365;1460
54;2021-08-04;730398;4970
55;2021-08-04;181641;924
56;2021-08-04;755566;4660
57;2021-08-04;1035866;8363
58;2021-08-04;199596;769
59;2021-08-04;2588988;17656
60;2021-08-04;825077;5556
61;2021-08-04;276903;1381
62;2021-08-04;1452778;7590
63;2021-08-04;660240;3538
64;2021-08-04;683169;5994
65;2021-08-04;226839;1931
66;2021-08-04;479000;6011
67;2021-08-04;1132607;9885
68;2021-08-04;763204;6210
69;2021-08-04;1876051;18649
70;2021-08-04;233194;1239
71;2021-08-04;547824;2998
72;2021-08-04;560227;2972
73;2021-08-04;432548;3105
74;2021-08-04;828405;6839
75;2021-08-04;2148271;28599
76;2021-08-04;1243788;7192
77;2021-08-04;1423607;11713
78;2021-08-04;1448625;12206
79;2021-08-04;372627;2278
80;2021-08-04;569769;2718
81;2021-08-04;387898;3185
82;2021-08-04;262618;2334
83;2021-08-04;1073836;14550
84;2021-08-04;560997;5828
85;2021-08-04;683187;4431
86;2021-08-04;437398;2257
87;2021-08-04;370774;1471
88;2021-08-04;359520;1992
89;2021-08-04;332096;1727
90;2021-08-04;140145;1078
91;2021-08-04;1319401;10913
92;2021-08-04;1613762;16666
93;2021-08-04;1670149;17260
94;2021-08-04;1406041;14398
95;2021-08-04;1248354;12094
971;2021-08-04;376879;4588
972;2021-08-04;358749;3755
973;2021-08-04;290691;1164
974;2021-08-04;859959;6631
975;2021-08-04;5997;4
976;2021-08-04;279471;523
977;2021-08-04;9961;310
978;2021-08-04;35334;372
01;2021-08-05;656955;4967
02;2021-08-05;526050;2572
03;2021-08-05;331315;1535
04;2021-08-05;165197;1651
05;2021-08-05;141756;1135
06;2021-08-05;1079396;18558
07;2021-08-05;326875;2134
08;2021-08-05;265531;1359
09;2021-08-05;152398;1392
10;2021-08-05;309907;2015
11;2021-08-05;372705;4774
12;2021-08-05;278360;2422
13;2021-08-05;2034469;38519
14;2021-08-05;691453;6219
15;2021-08-05;142811;754
16;2021-08-05;348180;1981
17;2021-08-05;647080;5272
18;2021-08-05;296404;1541
19;2021-08-05;240336;1536
21;2021-08-05;532886;3317
22;2021-08-05;596186;3574
23;2021-08-05;116270;551
24;2021-08-05;408393;2560
25;2021-08-05;539449;4064
26;2021-08-05;520560;4081
27;2021-08-05;600687;3388
28;2021-08-05;429425;2519
29;2021-08-05;906554;5802
2A;2021-08-05;162421;3250
2B;2021-08-05;182258;3164
30;2021-08-05;748468;8103
31;2021-08-05;1400935;17398
32;2021-08-05;190040;1482
33;2021-08-05;1633440;16692
34;2021-08-05;1176145;17508
35;2021-08-05;1082073;8489
36;2021-08-05;217139;1070
37;2021-08-05;605380;3698
38;2021-08-05;1264979;10059
39;2021-08-05;257849;1607
40;2021-08-05;411979;3378
41;2021-08-05;327835;1757
42;2021-08-05;764737;5780
43;2021-08-05;226901;1552
44;2021-08-05;1437137;12075
45;2021-08-05;682890;4181
46;2021-08-05;173166;1346
47;2021-08-05;330336;2548
48;2021-08-05;76286;639
49;2021-08-05;815881;5502
50;2021-08-05;490669;2783
51;2021-08-05;563823;3692
52;2021-08-05;169250;790
53;2021-08-05;305365;1945
54;2021-08-05;730398;5238
55;2021-08-05;181641;978
56;2021-08-05;755566;5549
57;2021-08-05;1035866;8357
58;2021-08-05;199596;961
59;2021-08-05;2588988;19717
